year,ekey,akey,medal
2000,616,120510,S
2004,616,120510,S
2016,245,120511,G
1952,606,120512,B
2012,57,120513,
2012,497,120513,
2016,276,120513,B
2008,445,120515,
1920,17,120517,
2016,284,120518,
1908,408,120519,
1908,256,120519,
1912,408,120519,
1912,256,120519,
1920,256,120519,
1980,420,120521,
1900,496,120522,
1900,219,120522,
1996,550,120523,
2000,295,120524,
2000,276,120524,
1928,314,120525,
1928,360,120526,
1948,577,120528,
2016,172,120530,
1960,496,120531,
2016,464,120532,
1952,543,120533,S
2004,202,120534,
2000,347,120536,B
2004,347,120536,S
2008,347,120536,B
2008,426,120537,
2012,426,120537,
2012,359,120537,
2016,426,120537,
2016,359,120537,
2016,223,120537,
2012,298,120538,
2016,298,120538,
1980,76,120539,S
2012,188,120540,
1984,582,120541,
1948,452,120542,
1952,517,120542,
2004,348,120543,
2008,348,120543,
1948,28,120544,B
1984,572,120545,
1984,168,120545,
1988,102,120547,
1956,24,120548,B
1956,619,120548,G
1956,117,120548,
1956,373,120548,B
1956,164,120548,
1956,337,120548,S
1956,270,120548,
1956,446,120548,
1960,24,120548,B
1960,619,120548,S
1960,117,120548,S
1960,373,120548,
1960,164,120548,
1960,337,120548,
1960,270,120548,
1960,446,120548,
1964,24,120548,
1964,619,120548,S
1964,117,120548,
1964,373,120548,
1964,164,120548,
1964,337,120548,S
1964,270,120548,
1964,446,120548,
1996,322,120550,
1988,560,120551,
1988,629,120551,
1996,455,120552,
1908,619,120553,
1912,619,120553,B
1996,502,120554,
1972,401,120555,
1976,401,120555,
1960,223,120556,
1904,6,120557,B
1988,578,120558,
1988,162,120558,
1992,162,120558,
1936,123,120559,
1968,177,120560,
1968,293,120560,
1972,177,120560,
1972,293,120560,
1976,177,120560,
1976,293,120560,
1980,177,120560,
1980,293,120560,
2012,587,120561,
1996,587,120562,B
1936,344,120563,
2008,368,120564,
2016,161,120565,
1992,246,120566,
1988,487,120567,G
1996,479,120567,G
1960,475,120568,
1960,630,120568,
1972,297,120569,
1912,32,120570,
1952,202,120573,
1952,508,120573,
1996,212,120574,
2008,161,120575,
2012,161,120575,
1960,150,120576,
2016,578,120577,
1964,466,120578,
1964,396,120578,
1992,76,120579,S
1996,76,120579,
2000,76,120579,B
1972,109,120581,
1972,366,120581,
1976,309,120581,G
1980,309,120581,
2000,213,120582,
2000,565,120582,
2012,213,120582,
1992,185,120584,G
1996,185,120584,
1972,477,120585,
1976,477,120585,
1980,477,120585,G
1980,541,120586,B
1976,222,120587,
1988,578,120588,
1988,162,120588,S
1976,582,120589,B
1980,582,120589,B
2000,359,120590,
2000,223,120590,
1980,24,120591,
1980,619,120591,G
1980,117,120591,
1980,164,120591,G
1980,337,120591,
1980,270,120591,S
1980,446,120591,
2004,258,120592,
1964,102,120594,
1972,230,120594,
2000,51,120596,
2016,298,120597,
1960,461,120598,
1960,210,120598,S
1960,146,120598,
1960,551,120598,
1960,431,120598,
1960,147,120598,
1964,461,120598,
1964,210,120598,S
1964,146,120598,
1964,551,120598,
1964,431,120598,
1964,147,120598,
2008,251,120601,
1976,24,120602,
1976,619,120602,
1976,117,120602,
1976,373,120602,
1976,164,120602,
1976,337,120602,
1976,270,120602,
1976,446,120602,
2004,368,120603,
2004,475,120603,
2016,188,120604,
2004,605,120607,
2008,251,120608,
1980,251,120609,
2000,456,120610,B
2004,456,120610,S
2008,456,120610,
1988,290,120611,B
1984,295,120612,
1996,212,120613,
2000,212,120613,
1980,202,120614,
1980,422,120614,
1980,223,120614,
2000,28,120615,
1992,251,120616,
1996,51,120617,
2008,72,120618,
2012,619,120619,
2012,117,120619,
2012,270,120619,
2016,24,120619,
2016,619,120619,
2016,117,120619,
2016,337,120619,
2016,446,120619,
1988,24,120620,
1988,619,120620,
1988,117,120620,
1988,373,120620,
1988,164,120620,
1988,337,120620,
1988,270,120620,
1988,446,120620,
1996,24,120620,
1996,619,120620,
1996,117,120620,
1996,270,120620,
1996,446,120620,
2000,24,120620,
2000,619,120620,
2000,373,120620,
2000,164,120620,
2000,270,120620,
2000,446,120620,
1956,324,120621,
1956,168,120621,
1960,324,120621,
1960,28,120621,
1960,168,120621,
2016,224,120622,
2016,108,120622,
2016,408,120623,
1956,620,120625,S
1960,32,120625,G
1960,620,120625,S
2004,401,120627,
2008,401,120627,B
2000,67,120629,
1988,543,120631,
2012,18,120632,
2008,168,120633,B
1956,489,120634,
1968,622,120635,
1968,194,120635,
1968,371,120635,
1996,602,120637,
2000,602,120637,
1996,258,120638,
1980,324,120639,
1980,490,120639,
1980,479,120640,
1952,189,120641,
1936,361,120643,
1988,622,120644,
1988,335,120644,
1992,622,120644,
1992,310,120644,
1992,335,120644,
1996,622,120644,
1996,310,120644,
1996,335,120644,
2016,179,120645,
1964,541,120646,B
1980,553,120647,
1984,462,120647,
2000,354,120648,
2000,545,120648,
2000,322,120648,
1988,506,120649,
1952,512,120651,B
1924,432,120652,
1924,87,120652,
1964,293,120654,
1964,513,120655,
1996,18,120657,
1992,287,120658,
1992,555,120658,
1992,197,120658,
1992,330,120658,
1992,223,120658,
1992,549,120660,
1984,574,120661,G
1984,552,120661,
1988,563,120661,
1988,263,120661,
1988,574,120661,G
1988,552,120661,B
1992,563,120661,
1992,263,120661,
1992,574,120661,
1992,552,120661,S
2000,574,120661,B
2000,552,120661,
2008,574,120661,
2008,552,120661,
2012,574,120661,
2012,552,120661,B
2016,574,120661,
2016,552,120661,
2004,602,120662,
2008,602,120662,
1976,312,120664,
1976,44,120664,
1992,185,120665,
1960,102,120666,
1984,222,120667,S
1996,28,120668,
1996,168,120668,
1988,324,120669,
1996,28,120669,
1996,325,120670,
1996,427,120670,
2016,161,120671,
1900,39,120672,
2004,624,120673,B
1968,72,120675,S
1976,24,120676,
1976,619,120676,
1976,117,120676,
1976,373,120676,
1976,164,120676,
1976,337,120676,
1976,270,120676,
1976,446,120676,
1972,138,120677,
1976,360,120677,S
1988,408,120678,
1988,534,120680,
1952,24,120681,
1952,619,120681,
1952,117,120681,
1952,373,120681,
1952,164,120681,
1952,337,120681,
1952,270,120681,
1952,446,120681,
1956,24,120681,
1956,117,120681,
1956,373,120681,
1956,164,120681,
1956,337,120681,
1956,270,120681,
1956,446,120681,
1980,246,120682,S
1988,66,120683,
1992,167,120683,
1996,217,120683,S
2012,246,120685,
1976,360,120687,
1952,24,120688,
1952,619,120688,
1952,117,120688,
1952,373,120688,
1952,164,120688,
1952,337,120688,
1952,270,120688,
1952,446,120688,
1976,24,120689,
1976,619,120689,
1976,117,120689,
1976,373,120689,
1976,164,120689,
1976,337,120689,
1976,270,120689,
1976,446,120689,
1972,628,120690,
2016,295,120691,
2016,276,120691,
2012,188,120692,
2012,188,120693,
2016,188,120693,B
1988,462,120694,
1976,110,120695,
1976,348,120695,
1980,462,120696,S
1988,553,120696,
1992,461,120697,
1992,210,120697,
1992,146,120697,
1992,551,120697,
1992,431,120697,
1992,147,120697,
1980,7,120698,
1988,7,120698,
1992,7,120698,
2008,287,120699,
2008,223,120699,
2012,578,120699,
2016,578,120699,
1964,616,120700,
1968,404,120701,
1968,51,120702,
1968,515,120702,
1972,7,120703,S
1976,7,120703,
2008,167,120704,
2016,203,120704,
1904,410,120705,
1904,496,120706,B
1928,240,120707,
1928,604,120707,
1928,28,120707,
1932,28,120707,B
1936,344,120713,
1964,388,120714,
1992,246,120715,
1996,246,120715,S
2000,246,120715,B
2004,246,120715,S
1988,359,120716,
1988,223,120716,
1956,344,120717,
1988,549,120718,
1988,480,120718,
1992,549,120718,
1992,480,120718,
1976,344,120719,
1936,180,120720,
2008,401,120722,
1924,112,120723,
1932,24,120724,
1932,619,120724,G
1932,117,120724,
1932,270,120724,
1936,24,120724,
1936,619,120724,
1936,117,120724,
1936,373,120724,
1936,164,120724,
1936,337,120724,
1936,270,120724,
1936,446,120724,
1960,31,120725,
1992,411,120726,B
2000,616,120727,
2004,616,120727,
2008,323,120728,
1964,24,120729,
1964,619,120729,
1964,117,120729,
1964,373,120729,
1964,164,120729,
1964,337,120729,
1964,270,120729,
1964,446,120729,
2008,240,120730,
1988,14,120731,B
1992,14,120731,
1996,14,120731,
1984,574,120732,
1984,552,120732,
1928,148,120735,
1948,388,120737,
1924,558,120738,S
1928,558,120738,
1976,212,120739,
1932,212,120740,B
1936,577,120741,B
1912,623,120742,
1912,523,120742,B
1912,275,120742,B
1920,471,120742,
1920,131,120742,
1920,275,120742,S
1920,200,120742,B
1932,388,120743,
1984,161,120744,
1988,161,120744,
1936,189,120745,
1964,420,120746,
1952,420,120747,
2008,18,120749,
1952,28,120750,S
1956,240,120750,
1956,604,120750,
1956,28,120750,S
2016,465,120751,
2016,297,120751,
2016,185,120754,
2000,238,120755,
1988,539,120756,
1984,563,120757,
1984,263,120757,
1988,563,120757,
1988,263,120757,
1928,482,120758,
2008,11,120759,
2012,11,120759,
2016,11,120759,
1956,420,120760,
1932,496,120761,
1936,90,120763,
2016,193,120765,
1996,59,120767,
2012,616,120768,
2004,629,120769,
2008,629,120769,
2000,520,120770,B
1992,411,120771,B
2016,268,120772,
2004,420,120773,
2012,420,120773,
2016,39,120774,
2004,67,120775,
1976,395,120776,
1976,212,120776,
1984,494,120776,
1984,395,120776,
1984,212,120776,
1976,462,120777,
1976,553,120777,
2004,455,120778,
2016,395,120780,B
2000,212,120781,B
2004,161,120782,
1928,482,120783,
1936,180,120783,
1936,482,120783,
1932,240,120784,G
1932,604,120784,G
1948,291,120785,
1924,24,120786,
1924,619,120786,
1924,373,120786,
1924,164,120786,
1924,337,120786,
1924,270,120786,
1924,446,120786,
1924,226,120786,
1924,595,120786,
2012,183,120787,
1992,303,120788,
1996,303,120788,
1948,582,120789,
1948,444,120790,
1908,359,120791,
1924,256,120792,
2012,177,120793,
2016,177,120793,
2016,293,120793,
1972,51,120794,
1972,515,120794,
2012,577,120795,
2016,577,120795,
2000,324,120796,
2004,604,120796,
2016,49,120797,
2016,338,120797,
1992,168,120798,
1924,39,120799,
1992,630,120800,
2012,203,120801,B
2016,575,120801,
1976,66,120802,
2000,6,120803,
1968,582,120804,
1952,582,120805,
1956,582,120805,
1948,177,120806,
1996,389,120807,
2000,145,120808,
2004,229,120809,
1936,150,120810,
1948,150,120810,
1952,389,120811,
2000,419,120812,
1956,300,120813,
1956,111,120813,
1960,623,120813,
1960,300,120813,
1960,111,120813,
1964,300,120813,
1968,285,120813,
1956,150,120814,
2016,420,120816,S
2016,188,120817,G
2000,520,120819,B
2004,520,120819,
2000,323,120820,
2000,395,120821,
1984,173,120822,
1984,615,120822,
1976,297,120823,
1948,38,120824,B
2016,251,120825,
1920,541,120827,B
2004,401,120828,
1900,114,120829,G
1984,574,120830,
1984,552,120830,
1976,582,120831,
2008,536,120832,
2016,536,120832,
1960,452,120833,
1968,584,120833,
2000,76,120834,
2008,76,120834,
1964,461,120835,
1964,210,120835,
1964,146,120835,
1964,551,120835,
1964,431,120835,
1964,147,120835,
1968,461,120835,
1968,210,120835,
1968,146,120835,
1968,551,120835,
1968,431,120835,
1968,147,120835,
1952,368,120836,
1952,475,120836,
2016,185,120837,
2004,212,120838,
2012,575,120839,
1964,572,120840,
1996,525,120841,
2000,441,120841,
2004,441,120841,
2008,441,120841,
1956,517,120842,
1992,212,120843,
1956,432,120845,
1956,87,120845,
2004,456,120846,
2008,456,120846,
2012,456,120846,B
1956,24,120847,
1956,619,120847,
1956,117,120847,
1956,373,120847,
1956,164,120847,
1956,337,120847,
1956,270,120847,
1956,446,120847,
1912,177,120848,
1912,381,120848,
1912,90,120848,
1920,293,120848,
1920,381,120848,
1920,38,120848,S
1920,39,120848,
1920,90,120848,
1924,381,120848,
1924,38,120848,S
1924,90,120848,
1928,381,120848,
1928,38,120848,
2000,616,120849,
2004,616,120849,
2008,616,120849,S
2012,616,120849,S
1948,138,120850,B
1980,504,120851,
1976,586,120852,
1964,189,120853,
1980,534,120854,
1976,195,120855,
1976,410,120855,
1980,183,120855,
1980,593,120856,G
1992,497,120857,
1992,295,120857,
1992,276,120857,
1996,295,120857,
1996,276,120857,
2000,497,120857,
2000,276,120857,B
2008,10,120858,
2012,145,120858,
2016,145,120858,B
1980,474,120859,
1984,474,120859,G
2012,257,120861,
1936,620,120862,
1900,114,120863,S
1980,576,120864,
1992,576,120864,
1996,191,120864,
2008,191,120864,
1936,418,120865,
1964,246,120866,S
1976,627,120867,
1996,496,120868,
1976,76,120869,B
1980,76,120869,
1964,541,120870,
2016,72,120871,
1972,246,120873,
1976,246,120873,
1976,71,120874,
1980,71,120874,
1984,71,120874,
2000,502,120874,
2012,502,120874,
1924,539,120875,
1964,494,120876,
1964,395,120876,
2012,185,120877,
2008,582,120878,
2000,330,120879,
2008,251,120881,B
2012,251,120881,
2008,161,120882,
1960,582,120883,
1924,496,120884,
1960,587,120885,
1964,587,120885,
1956,167,120886,
1996,582,120887,S
2000,582,120887,
2004,582,120887,
2004,148,120888,
2008,148,120888,
2012,148,120888,
2016,148,120888,
1912,212,120889,
1948,420,120890,S
2016,496,120891,
1996,618,120893,
2000,178,120894,
2004,401,120894,S
2012,401,120894,
2012,394,120897,
2012,522,120897,
1976,102,120900,
1980,102,120900,B
1980,541,120900,
2008,144,120902,
1988,76,120903,
1924,420,120904,G
1932,479,120905,
1980,513,120906,
1948,123,120908,
1976,420,120909,S
1988,499,120911,
1928,410,120912,
2000,513,120914,
2004,513,120914,
1980,10,120915,
1996,368,120916,
1996,475,120916,
1896,572,120917,
1896,389,120917,
1996,224,120918,
1996,108,120918,
2000,593,120920,
1972,217,120921,
1960,420,120923,
2012,191,120924,
1996,7,120925,
2000,7,120925,
2004,7,120925,
1996,155,120927,
2008,281,120928,
2016,281,120928,
2008,264,120929,
1992,102,120930,B
2012,618,120931,
2012,548,120932,
2012,303,120933,
2004,602,120934,
2012,444,120935,
2016,550,120935,S
2016,297,120935,
1936,572,120936,
2012,51,120939,
1976,251,120942,G
1980,251,120942,S
1952,72,120943,
1952,513,120944,
1952,626,120944,
1952,309,120944,
1952,399,120944,
1952,366,120944,
2016,227,120945,
2004,24,120946,
2004,619,120946,G
2004,117,120946,
2004,373,120946,
2004,164,120946,S
2004,337,120946,
2004,270,120946,
2004,446,120946,
2008,24,120946,
2008,619,120946,S
2008,117,120946,
2008,164,120946,
2008,337,120946,
2008,270,120946,
2008,446,120946,
1956,122,120947,
1960,122,120947,
1960,223,120947,B
2016,284,120948,
1948,360,120949,
1984,429,120951,G
1972,404,120952,
1992,563,120953,
1992,263,120953,
1968,420,120954,B
2008,18,120955,
2012,18,120955,
2016,18,120955,
1908,429,120956,
2012,420,120957,
1988,541,120958,
1992,230,120958,G
1996,230,120958,G
2000,474,120958,B
2004,474,120958,G
2008,541,120958,
1972,584,120961,
2004,180,120962,
2008,180,120962,
2012,180,120962,
1964,344,120963,
1960,180,120964,
1960,229,120964,
1964,180,120964,
1964,229,120964,
1960,150,120965,
1996,440,120966,
2000,440,120966,
1972,582,120967,
1976,582,120967,
1996,615,120968,
1932,404,120969,
1996,420,120970,
1972,10,120971,
1924,180,120972,
1928,180,120972,
1992,297,120973,
2016,203,120974,
2012,24,120975,
2012,619,120975,
2012,117,120975,
2012,164,120975,
2012,337,120975,
2012,270,120975,
2012,446,120975,
2016,619,120975,
2016,117,120975,
2016,164,120975,
2016,446,120975,
1984,490,120976,
1928,404,120977,
2008,325,120980,
1984,291,120981,S
1988,291,120981,
1988,102,120981,S
1992,474,120981,
2008,246,120982,
2016,600,120983,
1972,324,120984,
2008,76,120986,
1968,410,120987,B
1972,112,120987,
1980,158,120988,
2004,145,120989,
1972,627,120990,S
1976,627,120990,S
1980,627,120990,S
1988,490,120991,
1972,496,120992,
1972,496,120993,
2008,420,120994,
2008,545,120995,
2004,574,120996,
2004,552,120996,
2008,574,120996,
2008,552,120996,
1924,324,120997,
1924,168,120997,B
1908,474,120998,B
1948,582,120999,
1948,111,121000,S
1956,582,121001,G
2000,251,121002,
2004,251,121002,
1968,582,121003,B
1992,461,121005,
1992,146,121005,
1992,551,121005,
1992,431,121005,
1992,147,121005,
1984,563,121006,
1984,263,121006,
1992,563,121006,
1992,263,121006,
1972,297,121007,
1960,150,121008,
2004,404,121010,
1952,381,121011,
2008,25,121012,
2012,25,121012,
1920,376,121013,
1924,592,121013,G
1928,592,121013,
1992,251,121014,
1988,541,121015,
1972,109,121016,
1972,366,121016,
1976,309,121016,
1976,109,121016,
1992,203,121018,
1996,203,121018,S
2000,368,121019,
2004,490,121020,
1976,294,121021,
1984,150,121021,
1988,220,121021,
2016,284,121023,G
1976,314,121024,
1976,122,121024,
1976,136,121024,
1980,202,121024,
1980,314,121024,
1980,122,121024,
1980,136,121024,
1980,223,121024,G
1952,513,121025,
1952,626,121025,B
2008,394,121026,
2008,522,121026,
1988,246,121027,
1996,246,121027,
1980,461,121028,
1980,210,121028,
1980,146,121028,
1980,551,121028,
1980,431,121028,
1980,147,121028,
1956,102,121029,
2000,175,121030,
1984,24,121031,
1984,619,121031,S
1984,117,121031,
1984,373,121031,
1984,164,121031,
1984,337,121031,S
1984,270,121031,
1984,446,121031,
1984,620,121032,
1988,293,121034,
1988,381,121034,
1988,38,121034,
1984,102,121035,B
1956,582,121036,
2012,419,121037,
2008,302,121038,G
2012,302,121038,B
2008,188,121039,
1996,578,121040,
1996,162,121040,
1984,420,121041,S
1992,420,121042,G
2000,420,121043,S
2016,426,121044,
2016,223,121044,
1924,541,121045,B
1996,582,121046,
1984,496,121047,
1968,420,121048,
1912,404,121049,
1912,180,121049,
1988,624,121051,S
1992,624,121051,B
1996,624,121051,
2000,624,121051,
1988,624,121052,S
1992,624,121052,B
1996,624,121052,
2000,624,121052,
2016,246,121053,
2016,608,121054,
1964,359,121055,
1964,223,121055,B
1996,411,121056,
1996,513,121057,
2000,513,121057,
1980,185,121058,B
1972,230,121059,S
2004,367,121061,
1972,466,121062,
1980,513,121062,
1980,466,121062,
2000,185,121063,
2016,482,121064,
1924,51,121065,
1928,51,121065,
1936,432,121065,
1936,87,121065,
1972,466,121067,
1996,513,121068,
1960,24,121069,
1960,619,121069,
1960,117,121069,
1960,373,121069,
1960,164,121069,
1960,337,121069,
1960,270,121069,
1960,446,121069,
2008,240,121070,
1960,513,121072,
2016,293,121073,S
1980,410,121074,
1988,333,121075,
1988,161,121076,
1924,516,121077,
1928,539,121077,
1968,482,121078,G
1992,242,121079,
2016,273,121080,
2012,408,121081,
1936,240,121082,
1936,180,121082,
2004,541,121083,B
1976,496,121084,B
1992,333,121085,
1972,461,121086,
1972,210,121086,
1972,146,121086,
1972,551,121086,
1972,431,121086,
1972,147,121086,
1924,98,121087,G
1984,242,121088,
1988,242,121088,G
1992,242,121088,
1996,242,121088,G
1936,519,121089,
1984,437,121090,
1996,14,121091,
1952,461,121094,
1952,210,121094,
1952,253,121094,
1952,146,121094,
1952,551,121094,
1952,431,121094,
1952,147,121094,
2000,264,121095,
2008,145,121096,
1952,24,121097,
1952,619,121097,
1952,117,121097,
1952,373,121097,
1952,164,121097,
1952,337,121097,
1952,270,121097,
1952,446,121097,
1980,461,121098,
1980,210,121098,
1980,146,121098,
1980,551,121098,
1980,431,121098,
1980,147,121098,
1980,51,121100,
1992,606,121101,
1992,76,121102,
1924,545,121103,
1924,79,121103,B
1924,234,121103,
1924,621,121103,B
1924,489,121103,
1928,615,121103,
1928,615,121104,
1988,354,121105,
1988,621,121105,
1992,354,121105,
1992,622,121105,
1992,335,121105,
1992,404,121106,
1996,404,121106,
2000,404,121106,
2004,404,121106,
2008,404,121106,
2012,404,121106,
1996,582,121107,S
2016,329,121108,G
2004,593,121109,
2008,593,121109,
2008,281,121109,
2012,593,121109,G
2016,593,121109,
1984,344,121110,
1972,10,121111,
1948,123,121112,
2008,420,121114,
1980,257,121115,
1984,257,121115,
1912,580,121116,
1912,449,121116,
1928,496,121117,
1952,420,121118,
1956,420,121118,
2008,168,121119,
2004,347,121120,G
1980,420,121121,
1984,420,121121,
1932,28,121122,G
2016,242,121123,
1988,563,121124,
1988,263,121124,
1992,563,121124,
1992,263,121124,G
1996,563,121124,
1996,263,121124,
2000,563,121124,
2000,263,121124,
2008,563,121125,
2008,263,121125,
2012,563,121125,
2012,263,121125,
2016,563,121125,
2016,263,121125,
1988,360,121127,S
1976,410,121128,
1996,51,121129,
1956,582,121130,S
1948,474,121131,
1952,474,121131,
1996,517,121132,
1900,244,121133,B
2000,628,121134,
1924,429,121136,
1960,203,121137,
1912,439,121138,G
1988,557,121139,
1992,18,121139,
1912,17,121140,
1920,558,121142,
1924,558,121142,
1924,72,121142,
1920,341,121143,S
1960,212,121144,
2000,254,121145,
2004,323,121145,B
2008,323,121145,
1936,123,121146,
1996,251,121147,
2000,251,121147,G
2004,251,121147,B
1996,492,121148,
2016,229,121149,
1936,405,121150,
2000,411,121151,
1976,541,121152,
1976,420,121153,
1928,404,121154,
1932,404,121154,B
1936,404,121154,
2016,57,121155,
2016,497,121155,
1996,616,121156,
1964,491,121157,
1964,587,121158,
1992,301,121159,
1952,7,121160,
1980,138,121161,
1992,101,121162,
1996,11,121162,
1996,101,121162,
2000,11,121162,
2000,101,121162,
2004,11,121162,
2004,101,121162,
2008,11,121162,
2008,398,121162,
2012,11,121162,
2016,11,121162,
2016,398,121162,
1948,420,121164,
1988,14,121165,
1992,14,121165,
1976,517,121166,
2008,381,121167,
1912,439,121168,B
2008,537,121170,
1996,425,121171,
1996,297,121171,
2008,407,121171,
2008,444,121171,
2012,547,121172,S
1972,616,121173,
1976,616,121173,
1980,616,121173,
1952,558,121174,
1948,158,121175,G
1952,158,121175,
1956,543,121175,
1976,309,121178,
1976,109,121178,
1952,309,121179,
1964,39,121181,
1964,90,121181,
1920,177,121183,
1920,381,121183,
1920,439,121184,G
1980,573,121185,
2012,180,121186,
2016,180,121186,
1976,138,121187,
1992,185,121189,G
1912,150,121191,
1912,486,121191,
1968,45,121192,
1972,45,121192,
2000,155,121193,
2004,155,121193,
1912,420,121194,
1996,552,121195,
2000,574,121195,
2016,502,121196,
1908,212,121197,
1912,212,121197,
1948,496,121198,
1960,44,121199,B
1964,31,121199,
1972,31,121199,
1976,44,121199,
2016,465,121200,G
1996,504,121201,
1952,309,121202,
1952,366,121202,
2012,141,121203,G
1992,360,121204,
2016,395,121205,
1964,51,121206,G
1964,515,121206,B
1968,51,121206,
1968,515,121206,G
1960,420,121207,B
1952,496,121208,
1960,513,121209,
1960,66,121210,G
1964,167,121210,
1964,51,121212,
1964,515,121212,B
1924,102,121213,
1928,102,121213,
1912,150,121214,
1912,486,121214,
1912,478,121214,
1912,2,121214,
2008,592,121215,
2012,592,121215,G
1992,10,121216,
1980,541,121217,
1992,53,121218,
1936,210,121219,B
1976,66,121220,B
1976,102,121221,
2004,437,121222,
1988,576,121224,
1924,408,121225,
1988,584,121226,
1924,618,121228,
1924,61,121228,
1924,618,121229,
1924,61,121229,
1936,408,121230,
1924,327,121231,
1924,62,121231,
1924,412,121231,
1924,240,121232,
1924,28,121232,
1928,28,121232,
1928,180,121232,
1980,616,121233,
1984,616,121233,
1988,616,121233,S
1992,497,121234,
2016,494,121235,
1988,368,121236,
1988,430,121236,
1992,368,121236,
1992,430,121236,G
1992,475,121236,G
1992,348,121236,S
1996,368,121236,B
1996,475,121236,G
2008,185,121237,
2016,185,121237,S
2004,366,121239,B
1992,177,121240,
1992,381,121240,
1992,39,121240,
2008,381,121240,
2008,38,121240,
1936,293,121241,
1948,177,121241,
1948,293,121241,
2008,302,121242,
1988,167,121243,
1948,572,121244,
2012,366,121246,
1964,240,121247,
1968,604,121247,
1968,28,121247,
1988,513,121248,
1988,466,121248,
1968,167,121249,
2000,450,121250,
1972,420,121251,
1948,102,121252,
1928,420,121253,
2004,420,121254,S
2012,582,121255,
1972,475,121256,
2004,181,121257,
1984,621,121258,G
1988,545,121258,
1988,621,121258,B
1988,335,121258,S
1992,621,121258,G
2000,354,121258,B
2000,545,121258,B
2000,621,121258,G
2000,622,121258,B
2000,335,121258,G
2008,354,121258,S
2008,621,121258,S
2008,335,121258,S
1928,152,121259,
1928,42,121259,
1968,309,121260,
1968,109,121260,
1936,389,121261,
1964,150,121262,
1968,45,121262,
1956,102,121263,
2016,420,121264,
1988,229,121265,
1960,193,121266,
1964,435,121266,
1968,435,121266,
1984,504,121267,
1988,10,121267,
1996,582,121268,
1980,576,121269,
1992,576,121269,
1996,191,121269,
2000,191,121269,
2004,191,121269,
2012,191,121269,
2012,519,121270,
1960,582,121271,
1992,202,121272,
1992,422,121272,
1992,508,121272,
1992,400,121272,
1992,162,121272,
1992,314,121272,
1992,223,121272,
1968,420,121273,
1992,616,121274,
1972,366,121275,
1980,513,121276,
2016,420,121278,
2008,395,121279,
2012,345,121280,
1928,212,121281,
1956,606,121282,S
1912,513,121283,
1912,626,121283,
1960,516,121284,
1984,388,121285,
1992,517,121286,
2004,629,121287,
1996,549,121288,
1996,480,121288,
2000,549,121288,
2000,480,121288,
1988,563,121289,
1992,563,121289,
1992,263,121289,
1996,563,121289,
2000,563,121289,
2008,563,121289,
1912,24,121290,
1920,24,121290,S
1920,619,121290,B
2008,630,121291,
2012,630,121291,
2016,630,121291,
1960,400,121292,
1964,400,121292,
1964,314,121292,
1968,330,121292,
1988,573,121293,
1992,573,121293,
1992,616,121294,G
1996,616,121294,G
2000,616,121294,G
2016,550,121295,
1992,426,121296,
1992,359,121296,
1992,197,121296,
1984,202,121297,
1984,162,121297,
1984,223,121297,
2004,161,121298,
1924,90,121299,
2008,312,121300,
2008,44,121300,
2012,44,121300,
2016,44,121300,
1972,576,121301,
1992,578,121302,
1992,426,121302,
1992,359,121302,
1992,223,121302,
1996,426,121302,
1996,359,121302,
1996,223,121302,
1992,177,121303,
1928,344,121304,
1908,240,121305,
1964,167,121306,
1948,584,121307,B
2008,354,121308,
2012,622,121308,
2016,622,121308,
2012,545,121309,
2016,354,121309,
1960,541,121310,
1948,210,121312,
2008,217,121313,
2004,604,121314,
2004,28,121314,
1960,291,121315,
1980,426,121316,
1980,359,121316,
1980,223,121316,
2016,229,121317,
2012,404,121319,
1908,343,121320,
1968,567,121321,
1984,103,121322,
1964,452,121323,
1968,567,121323,
1972,567,121323,
1976,517,121323,
1972,45,121325,B
1976,45,121325,
1996,298,121326,
2000,298,121326,
2004,298,121326,
1928,23,121327,B
1912,569,121328,B
2008,76,121329,
2012,76,121329,
2016,76,121329,
1988,426,121331,
1988,359,121331,
1988,223,121331,
1960,309,121332,
1960,366,121332,
1988,624,121333,
1988,624,121334,
1992,625,121335,
1996,625,121335,
2016,605,121336,
2016,581,121337,
2016,300,121337,
2016,111,121337,
2016,297,121338,
1992,18,121339,
1996,18,121339,
1980,344,121342,
2004,161,121343,
2008,161,121343,
1964,32,121344,
2016,192,121345,G
1960,29,121346,
1936,172,121347,
1928,543,121348,G
1968,230,121349,
1980,242,121350,
1984,18,121351,
1960,513,121352,
1960,466,121352,
1988,193,121354,
1920,324,121355,
1948,256,121356,S
1952,256,121356,
2008,574,121357,
2008,552,121357,
2012,574,121357,
2012,552,121357,
2008,420,121358,
2008,420,121359,
2012,251,121362,
1936,210,121364,
1988,404,121365,
1936,496,121367,
1972,607,121368,
1992,616,121369,
1936,395,121370,
1956,230,121371,
1956,102,121371,
1960,474,121371,
1972,138,121372,
1980,80,121372,
2016,218,121373,
1948,420,121375,
1948,344,121376,
1956,344,121376,
1952,582,121377,
1956,582,121377,
2012,600,121378,
2004,520,121379,
2008,142,121380,
2008,614,121380,
1988,24,121382,
1988,619,121382,
1988,117,121382,
1988,373,121382,
1988,164,121382,
1988,337,121382,
1988,270,121382,
1988,446,121382,
1996,76,121383,B
2012,297,121384,S
1908,618,121385,
1908,61,121385,
1980,348,121386,
1936,72,121387,
1948,558,121387,B
