year,ekey,akey,medal
1992,615,1090,
1996,420,1091,
2016,624,1092,
2016,292,1093,
1976,125,1094,B
2016,268,1095,B
1972,368,1096,
1972,430,1096,
1996,496,1097,
2000,496,1097,
2004,496,1097,
2008,496,1097,
2012,496,1097,
2004,496,1098,
2008,496,1098,
2012,496,1098,
2016,496,1098,
1992,396,1099,
1992,366,1099,
1952,575,1100,
1948,420,1101,
1964,410,1102,
1988,240,1103,
1988,604,1103,
1988,168,1103,
1964,344,1104,S
1996,504,1105,
2016,268,1107,B
2012,426,1108,
1984,461,1109,
1984,210,1109,G
1984,146,1109,
1984,551,1109,B
1984,431,1109,
1984,147,1109,
1996,314,1110,
2000,202,1110,
2004,202,1110,
2012,354,1112,
2000,420,1113,
2004,230,1114,B
2008,487,1114,S
2012,230,1114,
2016,541,1114,
1996,427,1116,
2000,325,1116,
2000,427,1116,
1964,172,1117,
1968,172,1117,
2000,354,1118,
1996,389,1120,
1968,582,1121,
1996,618,1122,G
1996,61,1122,
1980,229,1123,
1924,258,1124,
1924,381,1124,
1936,258,1124,
2004,628,1125,
1996,189,1126,
1972,490,1128,
1972,167,1129,
1984,229,1130,
2016,165,1131,S
1996,251,1132,
2004,251,1132,
1992,630,1133,
2012,11,1134,
1980,404,1135,
1960,150,1136,
1968,294,1136,
1928,212,1137,
1984,504,1139,
1988,618,1140,
1996,618,1140,
1996,203,1141,
1976,29,1142,
1976,88,1142,
1980,88,1142,
2000,419,1143,
1920,341,1144,B
2016,269,1145,
2016,269,1146,
1956,496,1147,B
1960,496,1147,S
1964,496,1147,B
1960,344,1148,
1964,344,1148,
2008,325,1149,
1908,98,1151,
2004,494,1152,
1964,420,1153,
1972,230,1154,
1992,220,1155,
1992,150,1155,
1988,422,1156,
1988,400,1156,
1992,122,1157,
1992,136,1157,
1996,136,1157,
2004,501,1158,
2000,420,1159,
1964,66,1160,
1948,167,1161,
1952,217,1161,
2016,229,1162,
1968,420,1163,
2004,181,1164,
2008,181,1164,
1972,285,1165,
1980,394,1166,
1984,394,1166,
1988,394,1166,
2004,508,1167,
1908,619,1168,
2000,242,1169,
2008,242,1169,G
2012,242,1169,G
1980,575,1170,
2012,202,1173,
2012,422,1173,G
2012,162,1173,G
2012,314,1173,S
2012,223,1173,
2016,422,1173,
1948,508,1174,
1948,400,1174,
1952,508,1174,
1952,400,1174,
1952,314,1174,
1964,297,1175,
1908,619,1176,
1984,112,1177,
2000,420,1178,
1936,582,1179,
1984,212,1180,
1988,240,1182,
1988,28,1182,
1992,28,1182,
1952,350,1183,
1948,177,1184,
1956,240,1185,
1956,604,1185,
1996,420,1186,
1988,66,1187,
1952,300,1189,
1952,111,1189,
2008,331,1190,
1964,88,1191,G
1928,38,1192,G
1932,381,1192,B
1932,38,1192,S
1948,381,1192,
1948,38,1192,S
1984,582,1194,
2016,420,1195,
2012,254,1196,
1968,519,1197,
1980,251,1198,
1996,456,1199,
1936,203,1201,B
2012,76,1202,
2004,39,1203,
2008,39,1203,
2012,39,1203,
2016,39,1203,
2008,7,1204,
1976,593,1205,
1984,479,1206,
1988,487,1206,
1976,203,1207,
1984,491,1209,
1984,513,1210,
1928,210,1211,G
2008,59,1212,
2016,67,1213,
1996,240,1214,
1996,28,1214,
1992,22,1215,
1948,90,1216,
1948,582,1217,
1968,203,1218,
1988,420,1219,
2008,420,1220,G
2000,616,1221,G
2008,616,1221,
1948,24,1222,
1948,619,1222,
1948,117,1222,
1948,373,1222,
1948,164,1222,
1948,337,1222,
1948,270,1222,
1948,446,1222,
1952,24,1222,
1952,117,1222,
1952,373,1222,
1952,164,1222,
1952,337,1222,
1952,270,1222,
1952,446,1222,
1988,575,1223,
1988,513,1224,
2000,578,1225,
1960,291,1226,
1984,212,1227,
1996,602,1228,
1992,251,1229,
1980,66,1230,
1988,474,1231,
1992,185,1232,
1996,185,1232,
2012,168,1233,
2008,161,1234,
2012,161,1234,
2016,161,1234,
1988,24,1235,
1988,619,1235,
1988,117,1235,
1988,373,1235,
1988,164,1235,
1988,337,1235,
1988,270,1235,
1988,446,1235,
1980,359,1236,
1980,287,1236,
1980,555,1236,
1980,330,1236,
1984,359,1236,
1984,555,1236,
1984,197,1236,
1980,496,1237,
1984,496,1237,
1948,24,1238,
1948,619,1238,
1948,117,1238,
1948,373,1238,
1948,164,1238,
1948,337,1238,
1948,270,1238,
1948,446,1238,
2004,344,1239,
2004,185,1240,
2008,185,1240,
1996,105,1241,
2016,367,1242,
2016,420,1243,
2016,306,1244,
1964,494,1245,
1964,395,1245,
1984,604,1246,
1992,240,1246,
2008,496,1247,
2012,496,1247,
2016,496,1247,
1996,513,1248,
1980,575,1249,B
1964,543,1250,
2004,31,1251,
2008,312,1251,
2008,44,1251,
1968,202,1252,
1964,129,1253,
2012,76,1254,B
2016,76,1254,
1924,240,1255,
1924,604,1255,
1968,567,1256,
1968,287,1257,
1972,496,1257,
1976,496,1257,
2004,490,1258,
1988,83,1259,
1988,621,1259,
1984,494,1260,
1984,395,1260,
1984,212,1260,
1988,212,1260,
1984,496,1261,
2012,188,1262,
2016,188,1262,S
1968,519,1263,
1996,329,1264,
2016,7,1265,
2000,310,1266,
1960,203,1268,
2008,368,1269,
1992,28,1270,B
2016,246,1271,
1996,222,1272,
2000,217,1272,
2004,629,1273,
2012,251,1274,
1968,246,1275,
1976,563,1276,
1976,263,1276,
2016,394,1277,
2016,522,1277,
2004,186,1278,
2008,186,1278,
2016,420,1279,
2016,242,1281,
2000,324,1282,
2008,620,1283,
2012,620,1283,
2012,204,1283,
1924,408,1284,
1928,408,1284,
1928,256,1284,
1948,180,1285,
1948,229,1285,
1992,573,1286,
1988,230,1287,
1992,230,1288,
1936,23,1289,
2008,11,1290,
2012,11,1290,
2016,11,1290,
1980,420,1292,
1924,23,1293,
1992,212,1294,
1996,212,1294,
1948,496,1295,
1948,496,1296,
2012,420,1297,
2000,474,1298,
2012,251,1299,
1992,214,1300,
2016,402,1301,S
1980,420,1302,
1948,344,1303,
1984,608,1304,
1984,489,1304,
1984,344,1305,
1996,212,1306,
1996,604,1307,
1996,28,1307,
2000,604,1307,
1964,420,1308,
1992,229,1309,
1996,229,1309,
1992,303,1310,
1996,303,1310,
1992,257,1311,
1996,257,1311,
2000,257,1311,
1964,582,1312,
2000,616,1313,
2004,616,1313,
2008,616,1313,S
2008,288,1314,
1984,150,1315,
2008,368,1316,
2012,368,1316,
2004,290,1317,
2008,290,1317,
1980,167,1318,
1964,368,1319,
2016,181,1320,
1920,229,1321,
1908,415,1323,
1908,180,1323,
1908,244,1323,
1908,229,1323,G
1948,17,1324,
1948,126,1324,
1964,240,1326,
1964,28,1326,
1964,180,1326,
1968,240,1326,
1968,28,1326,
1968,180,1326,
1972,180,1326,
1992,513,1327,
1992,222,1328,
1964,543,1329,
1968,543,1329,
1996,420,1330,
1948,496,1331,
1936,240,1332,
1936,28,1332,
1932,158,1333,B
1936,543,1333,
1972,420,1334,
1912,541,1335,
1948,123,1337,
1948,494,1338,
1936,251,1339,
1968,291,1343,
1968,291,1344,
1972,491,1345,
1976,491,1345,
1924,189,1346,S
1928,189,1346,
1912,212,1347,
1912,495,1348,S
1920,82,1348,
1948,545,1349,
1948,621,1349,
1948,541,1350,G
1992,38,1351,
1948,167,1352,
1964,502,1353,
2008,76,1354,
2012,76,1354,
2004,563,1356,
2004,263,1356,B
2008,563,1356,
2008,263,1356,
2012,563,1356,
2012,263,1356,
2016,563,1356,
2016,263,1356,B
1928,29,1357,
1932,203,1359,S
1964,102,1360,
1984,420,1361,
1928,491,1362,
1952,474,1363,
1952,420,1364,B
1956,494,1365,
1956,395,1365,
1980,574,1366,
1980,552,1366,
1948,183,1367,
1948,112,1367,
1988,168,1368,
1984,420,1369,
1972,344,1370,
2000,604,1371,
2012,420,1372,
1976,240,1373,
1976,604,1373,
2012,288,1374,
2016,288,1374,G
2000,344,1375,
2004,344,1375,
2012,344,1375,
1976,513,1376,
2012,142,1377,
2012,614,1377,
2016,142,1377,
1948,404,1378,
1948,229,1378,G
1952,229,1378,
1996,249,1379,
2000,249,1379,B
1992,621,1380,G
1992,622,1380,S
1992,335,1380,G
2008,246,1381,
2008,246,1382,
1984,212,1383,
1988,604,1384,
1988,324,1384,
2004,344,1385,
1992,344,1386,B
1980,420,1387,
2000,474,1388,
1968,344,1389,G
2012,240,1390,
1960,344,1391,G
2016,403,1392,
2012,344,1393,
2016,390,1394,
1980,420,1395,
1948,582,1396,
1988,420,1397,
2008,593,1398,
1956,420,1399,
1984,344,1400,G
1988,344,1400,
2004,496,1401,
1988,344,1402,
1992,344,1402,B
1996,344,1402,
1948,344,1403,
2000,578,1404,
2012,395,1405,
2016,494,1405,
2016,395,1405,
2000,344,1406,
2004,202,1407,
1984,344,1408,G
1960,344,1409,G
2008,344,1410,
1996,499,1411,
1968,344,1412,G
1972,344,1412,S
2016,629,1413,
2016,329,1413,
1988,344,1414,
1992,344,1414,B
1996,344,1414,
1992,344,1415,
2000,368,1416,
2012,420,1417,
2004,217,1418,
2008,535,1419,
1988,240,1420,
2016,240,1421,
1912,23,1424,B
1928,620,1425,
1980,577,1426,
1960,416,1427,
1912,408,1428,
1912,459,1428,
1980,240,1429,
1980,604,1429,
1968,51,1430,
1968,515,1430,
1960,158,1431,
1988,82,1433,
1992,627,1433,
1996,627,1433,
2004,627,1433,
1992,28,1434,
1972,291,1436,
1976,474,1436,
2012,303,1438,
2012,368,1439,
2012,430,1439,
2016,368,1439,
2016,430,1439,
1972,251,1440,
1960,577,1441,
1964,517,1442,S
1976,553,1443,G
2000,541,1444,
2004,541,1444,G
2008,213,1445,
2012,213,1445,
2016,213,1445,
1948,582,1446,
1956,7,1447,S
1960,7,1447,
2000,32,1448,
1964,541,1449,S
2012,134,1451,
2016,134,1451,
1992,22,1452,
2016,20,1453,
1956,245,1454,
1948,381,1456,
1984,420,1457,
1924,240,1458,
1924,604,1458,
1956,240,1459,
1956,604,1459,
2008,18,1460,
2012,18,1460,
1960,82,1461,
2012,368,1462,
2012,475,1462,
2016,368,1462,
2016,430,1462,
2016,475,1462,
2004,586,1463,
2016,83,1464,
2016,322,1464,
2016,268,1465,
2012,496,1466,S
2016,496,1466,B
1996,242,1467,
2000,242,1467,S
2004,242,1467,B
2008,242,1467,B
2004,6,1468,
1968,344,1470,
1948,541,1471,
2016,230,1472,
1964,102,1473,
1992,572,1474,
1996,572,1474,
1912,463,1475,
1980,572,1476,
1980,389,1476,
1984,389,1476,
2012,441,1477,
2016,441,1477,
2016,520,1478,S
1984,474,1479,
1924,592,1480,S
2012,120,1481,B
2016,120,1481,
1964,368,1482,
1964,430,1482,
1964,583,1482,
1968,583,1482,
1956,24,1483,
1956,619,1483,S
1956,117,1483,S
1956,373,1483,
1956,164,1483,
1956,337,1483,
1956,270,1483,
1956,446,1483,
1960,24,1483,
1960,619,1483,G
1960,117,1483,G
1960,373,1483,
1960,164,1483,
1960,337,1483,
1960,270,1483,
1960,446,1483,
1936,324,1484,
1936,168,1484,
1992,24,1485,
1992,619,1485,B
1992,117,1485,
1992,373,1485,
1992,164,1485,
1992,337,1485,
1992,270,1485,
1992,446,1485,
2004,411,1487,B
2016,28,1488,
1956,541,1489,B
2000,347,1490,
1992,168,1491,
1996,168,1491,
1948,366,1492,
1964,513,1493,
1956,582,1494,
2000,558,1497,
1996,452,1498,S
2000,452,1498,G
2004,59,1498,G
2008,452,1498,G
2012,417,1498,G
1992,59,1499,
1996,59,1499,
2000,59,1499,
2000,411,1500,G
2016,269,1502,
1920,324,1503,
1920,168,1503,G
1980,622,1504,
1980,310,1504,
1948,210,1505,
1988,420,1506,
1976,456,1507,
1976,385,1507,
1928,405,1510,
1932,123,1510,
2000,395,1511,
2004,494,1511,
1960,129,1512,
1964,129,1512,
1968,129,1512,B
2004,572,1513,
2008,616,1514,
2012,616,1514,
2016,593,1515,
2016,420,1516,
2004,167,1517,
2008,77,1518,
2016,513,1519,
2004,158,1520,
2000,110,1521,
2004,110,1521,
2004,110,1522,
1988,251,1523,
2012,183,1525,
2016,183,1525,
2016,619,1526,
2016,270,1526,
2004,178,1527,
2004,333,1527,
2008,161,1527,
2012,161,1527,
2016,161,1527,
2000,616,1529,
1936,582,1530,S
1912,352,1531,S
1912,259,1531,
1948,420,1532,
1928,420,1533,
1992,366,1534,S
1996,366,1534,B
2000,366,1534,
2000,205,1534,G
2004,9,1535,
2008,9,1535,
1928,566,1536,
1908,212,1537,
1900,199,1538,G
2004,491,1539,
2008,491,1539,
2000,581,1540,
2000,300,1540,
2000,111,1540,
2004,581,1540,
2004,300,1540,
2004,111,1540,
2008,581,1540,
2008,300,1540,
2008,111,1540,G
2012,581,1540,
2012,300,1540,
2012,111,1540,
2000,420,1541,
1928,240,1543,
1928,604,1543,
1928,28,1543,
1988,354,1544,
1988,621,1544,
1988,9,1544,
1988,335,1544,
1960,582,1545,
2000,188,1546,B
1952,240,1547,
1952,604,1547,
1956,240,1547,
1956,28,1547,
2016,144,1548,
1992,556,1549,
2004,187,1550,
2016,420,1551,B
2000,155,1552,
2016,420,1553,
1992,411,1554,G
1996,411,1554,G
2000,411,1554,S
2000,158,1555,
2008,420,1556,S
1980,245,1557,
1984,245,1557,
1980,193,1558,
1984,435,1558,
2000,630,1559,
2004,630,1559,
1992,76,1560,
2016,28,1561,B
2000,575,1562,
2000,475,1563,
1996,368,1564,
1996,475,1564,
1996,630,1564,G
1988,429,1565,
2000,501,1566,
2004,501,1566,
2008,628,1566,
2008,178,1567,
2008,333,1567,
1980,324,1568,
1980,28,1568,
1980,168,1568,
1984,324,1569,
1984,168,1569,S
1988,490,1569,
1988,168,1569,
1992,490,1569,B
1992,168,1569,B
1980,251,1570,
1996,295,1571,
1956,604,1572,
1956,324,1572,
1956,28,1572,
1956,168,1572,
2000,411,1573,
1984,72,1574,S
1988,519,1574,
1992,519,1574,B
2016,475,1575,
1964,513,1576,
2012,543,1577,
1988,325,1578,
1988,427,1578,
1948,429,1579,G
1984,344,1582,
1988,344,1582,
1984,258,1583,
1996,508,1584,
1996,400,1584,
1984,416,1585,
2000,549,1587,
2000,480,1587,
2004,344,1588,
2008,344,1588,
2008,344,1589,
1976,177,1590,
1976,293,1590,
1976,90,1590,
1992,519,1591,
2004,10,1592,
1952,99,1593,
1924,586,1594,
1956,14,1595,B
1960,429,1595,
1964,429,1595,S
1952,586,1596,
1968,212,1597,
1972,212,1597,
2012,578,1598,
2016,535,1599,
2012,388,1600,
2016,388,1600,
1968,72,1601,
1972,72,1601,S
1976,72,1601,
2012,513,1602,
2012,509,1602,
2000,386,1603,
1964,567,1604,
1928,404,1605,
2004,7,1606,
2008,7,1606,
1988,293,1608,
1988,177,1609,
1988,293,1609,
1992,302,1610,
1920,17,1611,
1948,444,1613,
1960,550,1614,
1960,550,1615,
2004,581,1616,
1936,628,1617,
1948,350,1618,G
1952,350,1618,S
1932,341,1619,G
1972,410,1620,
1976,410,1620,
1996,155,1622,G
1992,508,1623,
1992,400,1623,
1992,314,1623,
1968,452,1624,
1912,558,1628,
2008,419,1631,
1984,429,1632,
2008,72,1633,
2012,264,1634,
2016,264,1634,G
1952,180,1635,
2016,276,1636,
1980,616,1637,G
1988,416,1638,
1992,245,1638,
2000,191,1640,
2004,191,1640,
2008,191,1640,
2012,191,1640,
1996,14,1641,
2000,429,1641,
1996,10,1642,
1996,504,1643,
2004,11,1644,
2012,56,1645,
2016,56,1645,
1964,513,1646,
1964,466,1646,
2016,167,1647,B
2012,177,1649,
2012,293,1649,
2016,177,1649,
2016,293,1649,G
2008,264,1650,S
1996,99,1651,
1960,628,1652,
1964,628,1652,S
1996,220,1653,
1996,150,1653,
1980,242,1654,B
1996,620,1655,
2000,620,1655,
2000,435,1657,
2004,435,1657,
2008,592,1657,
1972,404,1658,
1960,230,1659,B
1980,512,1660,
1988,512,1660,
2000,608,1661,
2004,354,1661,
2008,354,1661,
1968,344,1662,G
1984,517,1663,
1960,72,1664,
1964,72,1664,
1984,344,1665,G
1988,344,1665,
1996,630,1666,
2004,461,1667,
2004,210,1667,
2004,146,1667,
2004,551,1667,
2004,431,1667,
2004,147,1667,
1912,24,1668,
1996,28,1669,
1996,420,1670,
2000,155,1672,
2004,155,1672,
1972,490,1673,G
1980,490,1673,
1980,168,1673,
1964,415,1674,
1972,496,1676,G
1912,420,1677,
1980,496,1678,G
1952,420,1679,
1968,368,1680,
1968,430,1680,
1968,475,1680,
2000,11,1681,
2004,101,1681,
2016,475,1682,G
2012,616,1683,S
2016,616,1683,B
1996,298,1684,
1996,524,1685,
1996,288,1685,
1988,245,1686,
2012,120,1687,
2016,120,1687,
1980,54,1688,
1980,348,1688,
2008,25,1689,
2004,185,1690,
1984,238,1691,
1988,238,1691,
2016,258,1692,
1976,82,1693,
1972,394,1694,
1964,408,1695,
1972,408,1695,
2012,110,1696,
2016,110,1696,
2016,401,1696,
2008,388,1697,
2016,388,1697,
2004,435,1698,S
2008,435,1698,B
1972,549,1699,
2000,520,1700,B
2016,582,1701,
1988,28,1702,
1992,240,1702,
1992,28,1702,
1988,167,1703,
1984,222,1704,
1988,395,1705,
1912,558,1706,
1984,408,1707,
1996,420,1708,
1972,563,1709,
1972,263,1709,
1964,212,1710,
1992,324,1711,
1992,28,1711,
1996,324,1711,
1996,28,1711,
2000,475,1712,
1992,556,1713,S
1996,303,1714,
1964,180,1715,
2016,420,1716,B
1972,39,1717,
1992,76,1718,
1992,401,1719,
1960,28,1720,
2016,508,1721,
2016,400,1721,
2000,6,1722,
2004,420,1723,
1896,618,1724,
1896,61,1724,
1896,618,1725,
1896,61,1725,
1924,177,1726,
1924,381,1726,
1924,38,1726,
1924,39,1726,
1928,293,1726,
1928,381,1726,
1928,38,1726,
1928,39,1726,
1972,534,1727,
2004,175,1728,
2012,59,1729,
2016,59,1729,
2016,338,1730,B
2008,354,1731,
2008,545,1731,
2008,621,1731,
2008,335,1731,
1976,54,1732,
1976,348,1732,B
2008,203,1733,
1976,240,1734,
1976,28,1734,B
1980,240,1734,
1980,28,1734,G
1964,577,1735,
1936,420,1736,
1968,82,1737,
1984,368,1738,
1984,430,1738,
1984,303,1738,
1988,298,1738,
1948,240,1739,
1948,604,1739,
1948,28,1739,
1996,541,1740,B
2000,541,1740,
2000,142,1741,
2000,614,1741,
2004,142,1741,
2004,614,1741,
1980,83,1742,
1980,234,1742,
1980,85,1742,
1980,335,1742,B
2004,191,1744,
1980,492,1745,
2016,354,1746,
1968,212,1747,
1976,212,1747,
1996,161,1748,
2000,161,1748,
2016,368,1749,
1972,420,1750,
2008,362,1751,
2004,367,1752,
2008,616,1753,
1984,344,1754,
2012,242,1755,
1988,395,1756,
2012,604,1757,
1976,584,1758,S
1996,158,1759,
2004,419,1760,
1980,158,1761,
2004,245,1762,B
2016,145,1763,
1976,490,1764,
1976,168,1764,
1996,572,1765,
1992,420,1766,
1984,604,1767,
1984,28,1767,
1992,168,1768,
1996,168,1768,
1988,466,1769,
1992,513,1769,
1992,466,1769,
1984,513,1770,
1984,466,1770,
2004,324,1771,
1996,251,1772,
2016,345,1773,
1992,420,1774,
1996,229,1775,
2000,229,1775,
2004,229,1775,
1980,177,1776,
1980,293,1776,
1980,39,1776,
1984,177,1776,
1984,293,1776,
1980,168,1777,
1984,388,1778,
1984,240,1779,
1984,168,1779,
2016,368,1780,
1996,251,1781,
1984,420,1782,
1988,577,1783,
1992,98,1784,
1984,420,1785,
2008,388,1786,
2012,388,1786,
2016,494,1787,
2016,220,1788,
2016,150,1788,
1992,572,1789,
2000,420,1790,
1980,251,1791,
1988,508,1792,
1988,162,1792,
1988,314,1792,
1992,420,1793,
1984,258,1794,
1992,519,1795,
1996,519,1795,
1976,177,1796,
1976,293,1796,
2012,502,1797,
1984,258,1798,
2012,555,1799,
2004,502,1800,
1992,202,1801,
1992,122,1801,
1992,287,1801,
1984,202,1802,
1976,324,1803,
1976,168,1803,
1996,604,1804,
1976,10,1805,
2004,345,1806,
2012,502,1806,
2012,345,1806,
2016,354,1807,
1992,420,1808,
1996,191,1809,
2000,191,1809,
2004,191,1809,
2008,191,1809,
2012,191,1809,B
2016,191,1809,
2016,563,1810,
2016,263,1810,
1976,240,1811,
1976,28,1811,
1980,177,1812,
1980,293,1812,
1984,177,1812,
1984,293,1812,
1988,177,1812,
1988,293,1812,
1984,111,1813,
2008,246,1814,
1988,80,1815,
2000,193,1815,
1988,516,1816,
2004,572,1817,
2008,572,1817,
2012,572,1817,
2000,168,1818,
1972,28,1819,
1972,180,1819,
2012,287,1820,
2004,516,1821,
2004,516,1822,
1992,39,1823,
1988,195,1824,
2004,572,1825,
2016,273,1826,
1988,572,1827,
1988,168,1827,
1988,144,1828,
2016,224,1829,
1988,158,1830,
1984,549,1831,
2016,354,1832,
1988,98,1833,
1992,98,1833,
2012,426,1834,
1984,420,1835,
2000,324,1836,
2000,168,1836,
2004,324,1836,
2000,168,1837,
1984,420,1838,
1988,240,1839,
1988,604,1839,
1996,324,1840,
1996,168,1840,
2000,168,1840,
1976,408,1841,
2004,354,1842,
2008,354,1842,
1996,251,1843,
1976,229,1844,
2008,303,1845,
1980,420,1846,
1984,581,1847,
1984,300,1847,
1988,581,1847,
1984,300,1848,
1984,111,1848,
2008,111,1848,
2000,420,1849,
1996,517,1850,
1980,38,1851,
1980,420,1852,
2004,572,1853,
1992,576,1854,
2000,28,1855,
2004,604,1855,
2008,256,1856,
2012,256,1856,
2016,256,1856,
2000,257,1857,
1992,71,1858,
1996,502,1858,
1996,345,1858,
2000,345,1858,B
2004,345,1858,
2012,502,1858,B
2012,345,1858,
2016,345,1858,G
2012,504,1859,
1980,251,1860,
1992,420,1861,
1996,202,1862,
1992,420,1863,
1988,388,1864,
1992,494,1864,
1992,395,1864,
1996,138,1865,
1996,168,1866,
2000,488,1867,
1996,420,1868,
1992,513,1869,
1992,466,1869,
1988,389,1870,
1988,388,1870,
1992,388,1870,
1972,324,1871,
1972,28,1871,
1984,420,1872,
1984,38,1873,
1996,420,1874,
2000,256,1875,
2008,256,1875,
1972,604,1876,
1972,28,1876,
1984,420,1877,
1984,420,1878,
1984,420,1879,
1988,415,1880,
1988,490,1880,
